WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
586,Camapua,BR,-19.5314,-54.0439,78.53,19,95,5.64,overcast clouds
587,Valley,US,45.1277,-116.1262,79.14,22,83,1.86,broken clouds
588,Nynashamn,SE,58.9034,17.9479,58.8,68,5,8.72,clear sky
589,Woodmere,US,40.6321,-73.7126,83.23,70,85,5.99,overcast clouds
590,Srednekolymsk,RU,67.45,153.6833,43.97,77,100,10.2,overcast clouds
591,Berlevag,NO,70.8578,29.0864,53.4,87,75,4.61,broken clouds
592,Ahipara,NZ,-35.1667,173.1667,56.41,84,48,14.74,light rain
593,Leirvik,NO,59.7798,5.5005,61.63,78,48,2.46,scattered clouds
594,Michigan City,US,41.7075,-86.895,86.02,42,40,9.22,scattered clouds
595,Zheleznodorozhnyy,RU,55.7503,38.0042,64.36,80,98,5.26,light rain
596,Torit,SS,4.4133,32.5678,74.66,71,90,2.98,overcast clouds
597,Ishigaki,JP,24.3448,124.1572,82.94,86,100,20.92,overcast clouds
598,Fonte Boa,BR,-2.4959,-66.2662,81.05,69,64,2.71,broken clouds
599,Oksfjord,NO,70.2396,22.3479,53.67,85,96,0.51,overcast clouds
600,Florianopolis,BR,-27.6146,-48.5012,65.37,85,40,8.05,scattered clouds
601,Lesozavodsk,RU,45.4794,133.4244,71.8,95,100,6.22,moderate rain
602,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,78,75,5.75,broken clouds
603,Avera,US,33.194,-82.5271,89.74,35,11,6.98,few clouds
604,Pitogo,PH,13.7847,122.0881,80.87,77,95,7.07,overcast clouds
605,Riyadh,SA,24.6877,46.7219,96.94,11,9,8.7,clear sky
606,Brae,GB,60.3964,-1.353,58.91,91,53,16.02,broken clouds
607,Khuzdar,PK,27.7384,66.6434,83.44,16,0,5.01,clear sky
608,Yenangyaung,MM,20.4667,94.8833,75.76,94,99,17.29,overcast clouds
609,Winnemucca,US,40.973,-117.7357,93.11,11,12,19.77,few clouds
610,Thaton,MM,16.9206,97.3714,76.55,94,100,2.73,overcast clouds
611,Tigzirt,DZ,36.8886,4.1198,78.42,61,0,6.2,clear sky
612,Baneh,IR,35.9975,45.8853,76.53,31,66,9.8,broken clouds
613,Oparino,RU,59.8518,48.2783,49.64,77,1,4.16,clear sky
614,Angoram,PG,-4.0625,144.0661,74.07,98,66,1.97,broken clouds
615,Nemuro,JP,43.3236,145.575,68.31,96,62,6.22,broken clouds
616,Poum,NC,-20.2333,164.0167,69.6,65,99,20.92,overcast clouds
617,Bisho,ZA,-32.8472,27.4422,56.5,95,79,1.3,light rain
618,Isla Mujeres,MX,21.2311,-86.731,89.65,67,13,10.58,few clouds
619,Pavlovka,RU,52.6897,47.1405,61.36,60,2,5.28,clear sky
620,Baghdad,IQ,33.3406,44.4009,94.91,24,0,5.75,clear sky
621,Fare,PF,-16.7,-151.0167,78.71,71,29,10.16,scattered clouds
622,Bridgetown,BB,13.1,-59.6167,84.69,70,75,12.66,broken clouds
623,Pechenga,RU,69.5259,31.1703,54.46,77,48,6.4,scattered clouds
624,Matagami,CA,49.7502,-77.6328,80.71,61,40,11.5,scattered clouds
625,Biloela,AU,-24.4167,150.5,45.75,83,61,6.44,broken clouds
626,Campo Formoso,BR,-10.5075,-40.3214,67.42,74,81,7.18,broken clouds
627,Keti Bandar,PK,24.1447,67.4497,81.59,76,100,15.73,overcast clouds
628,Tautira,PF,-17.7333,-149.15,82.42,77,86,12.57,overcast clouds
629,San Giovanni Rotondo,IT,41.7049,15.7191,67.28,55,99,7.09,overcast clouds
630,Zeya,RU,53.75,127.2667,57.04,98,100,4.54,light rain
631,Sarkand,KZ,45.41,79.9186,64.31,39,0,4.43,clear sky
632,La Ronge,CA,55.1001,-105.2842,73.62,49,75,5.75,smoke
633,Powell River,CA,49.8496,-124.5361,83.05,53,75,10.36,broken clouds
634,Rawson,AR,-43.3002,-65.1023,68.74,23,96,9.37,overcast clouds
635,Merrill,US,45.1805,-89.6835,72.55,88,90,9.22,light intensity drizzle
636,Changli,CN,39.7042,119.1506,67.64,86,4,3.15,clear sky
637,Peniche,PT,39.3558,-9.3811,71.73,88,9,14.36,clear sky
638,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,60,1,3.44,clear sky
639,Husavik,IS,66.0449,-17.3389,55.31,83,73,5.68,broken clouds
640,Krasnyy Kholm,RU,58.0607,37.1203,55.4,94,100,5.57,light rain
641,Ranau,MY,5.9538,116.6641,72.25,87,30,1.9,scattered clouds
642,Hambantota,LK,6.1241,81.1185,79.05,82,98,17.58,overcast clouds
643,Manta,EC,-0.95,-80.7333,80.38,69,20,14.97,few clouds
644,Niksic,ME,42.7731,18.9445,71.47,79,76,2.53,broken clouds
645,Fomboni,KM,-12.28,43.7425,75.74,69,9,5.91,clear sky
646,Mamontovo,RU,52.7055,81.6244,58.1,90,96,5.5,overcast clouds
647,Wana,PK,32.2989,69.5725,79.66,56,7,2.64,clear sky
648,Pontianak,ID,-0.0333,109.3333,73.38,100,90,3.44,overcast clouds
649,Binga,ZW,-17.6203,27.3414,61.99,42,0,1.03,clear sky
650,Finnsnes,NO,69.2296,17.9811,54.34,92,100,3.06,overcast clouds
651,Buluang,PH,13.3068,123.3425,80.98,82,95,9.86,overcast clouds
652,Yarmouth,US,41.7057,-70.2286,75.31,92,90,8.99,overcast clouds
653,Teahupoo,PF,-17.8333,-149.2667,76.96,77,96,12.5,overcast clouds
654,Wakkanai,JP,45.4094,141.6739,73.81,95,71,7.05,broken clouds
655,Sandviken,SE,60.6167,16.7667,57.43,62,91,3.51,overcast clouds
656,Acari,PE,-15.4311,-74.6158,72.12,61,15,5.59,few clouds
657,Maumere,ID,-8.6199,122.2111,77.47,73,73,5.03,broken clouds
658,Faya,SA,18.3851,42.4509,64.92,67,79,2.13,broken clouds
659,Aromashevo,RU,56.8602,68.6375,60.69,92,77,6.24,light rain
660,Taseyevo,RU,57.2169,94.8978,58.96,97,98,3.2,light rain
661,Port Hueneme,US,34.1478,-119.1951,107.42,59,1,11.5,clear sky
662,Dickinson,US,29.4608,-95.0513,87.13,76,90,1.99,overcast clouds
663,Moron,AR,-34.6534,-58.6198,57.09,90,0,3.0,clear sky
664,Kulhudhuffushi,MV,6.6221,73.07,81.55,80,97,13.47,overcast clouds
665,Stjordalshalsen,NO,63.4681,10.9262,57.51,94,20,3.44,few clouds
666,Kokomo,US,40.4864,-86.1336,83.95,49,7,4.7,clear sky
667,Purwodadi,ID,-7.0868,110.9158,73.6,89,80,3.98,broken clouds
668,Eufaula,US,31.8913,-85.1455,87.26,55,20,6.91,few clouds
669,Tamandare,BR,-8.7597,-35.1047,73.63,86,43,9.62,scattered clouds
670,Ugoofaaru,MV,5.6667,73.0,82.18,77,100,12.44,overcast clouds
671,Illapel,CL,-31.6308,-71.1653,68.5,52,34,4.45,scattered clouds
672,Mudbidri,IN,13.0833,74.9833,76.62,88,75,0.0,broken clouds
673,Porto Novo,BJ,6.4965,2.6036,76.17,83,100,5.68,overcast clouds
674,Half Moon Bay,US,37.4636,-122.4286,86.54,68,1,14.97,clear sky
675,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.56,25,41,2.82,scattered clouds
676,Kushima,JP,31.4583,131.2333,78.28,87,68,10.36,broken clouds
